티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
473980,노머스,1425330,1558380,133050,31617743365,34411953410,2794210045
474170,루미르,32023608,32878144,854536,622136681680,639483891485,17347209805
474490,유안타제16호스팩,149484,145035,-4449,304948631,295769749,-9178882
474610,RF시스템즈,5719014,5973098,254084,44280043000,46174860930,1894817930
474650,링크솔루션,5642289,5587903,-54386,435356130950,431555236150,-3800894800
474930,신한제13호스팩,157791,137314,-20477,341641760,296923625,-44718135
475230,엔알비,2622397,2900593,278196,59220700110,65799049860,6578349750
475240,하나32호스팩,54547,41346,-13201,115485255,87571490,-27913765
475250,하나33호스팩,114371,94731,-19640,240177253,198787848,-41389405
475400,씨메스,1446539,1579698,133159,57705030125,62685175700,4980145575
475430,키스트론,1092230,1007784,-84446,5278325325,4866883016,-411442309
475460,미트박스,721974,650937,-71037,5903541790,5348870465,-554671325
475580,에이럭스,923417,975864,52447,8821726155,9325658510,503932355
475660,에스켐,492825,487031,-5794,2896723745,2896180450,-543295
475830,오름테라퓨틱,2371738,2200693,-171045,280161253450,258709102500,-21452150950
475960,토모큐브,2978900,2568022,-410878,167279711925,142745604925,-24534107000
476040,오가노이드사이언스,1154392,1267622,113230,36781897300,40313465850,3531568550
476060,온코닉테라퓨틱스,12926537,12358811,-567726,271342499880,259848385425,-11494114455
476080,M83,482518,445272,-37246,4012513210,3687342265,-325170945
476830,알지노믹스,1445948,1473196,27248,203748165500,206296555250,2548389750
477340,에이치엠씨제7호스팩,368868,395252,26384,748820159,801837601,53017442
477380,미래에셋비전스팩4호,122645,76275,-46370,257839170,160435025,-97404145
477470,미래에셋비전스팩5호,41905,41187,-718,89068574,87554859,-1513715
477760,DB금융스팩12호,48227,112311,64084,106389125,249029820,142640695
478110,이베스트스팩6호,225852,256814,30962,459205791,522067239,62861448
478340,나라스페이스테크놀로지,14344210,14576613,232403,804776025150,818780602550,14004577400
478390,KB제29호스팩,102480,73703,-28777,214102892,153628382,-60474510
478440,미래에셋비전스팩6호,104628,126182,21554,215099145,259318445,44219300
478560,블랙야크아이앤씨,877950,1362217,484267,3295502875,5130981045,1835478170
479880,한국제15호스팩,146145,67519,-78626,302306623,139813543,-162493080
479960,위너스,227901,219330,-8571,2391443010,2295755460,-95687550
481070,에이유브랜즈,517070,510054,-7016,12128870750,11815735050,-313135700
481890,엔에이치스팩31호,90803,58893,-31910,193931740,125554235,-68377505
482630,삼양엔씨켐,5828029,5932654,104625,200831739075,202001599500,1169860425
482680,미래에셋비전스팩7호,313709,211492,-102217,640323751,431079379,-209244372
482690,대신밸런스제19호스팩,36815,53773,16958,80441165,116242485,35801320
484120,도우인시스,219752,214251,-5501,5230508975,5071859200,-158649775
484130,하나34호스팩,71583,47003,-24580,149923685,97512243,-52411442
484590,삼양컴텍,3573368,5009994,1436626,44362438150,61438003815,17075565665
484810,티엑스알로보틱스,2172454,2187930,15476,43376738460,43712728590,335990130
486630,KB제30호스팩,85454,56475,-28979,179398684,116954979,-62443705
486990,노타,4188360,5223326,1034966,162225835050,202946534425,40720699375
487360,신한제14호스팩,62514,36610,-25904,130817912,76117259,-54700653
487720,키움제10호스팩,34009,36014,2005,71279415,75446690,4167275
487830,신한제15호스팩,75694,79252,3558,156493309,163680134,7186825
488060,유진스팩11호,56528,76654,20126,116201470,157152890,40951420
488280,에스투더블유,1093225,1522136,428911,22990806255,31957612325,8966806070
488900,비츠로넥스텍,5739263,6247780,508517,133659006555,146031641035,12372634480
489210,교보17호스팩,64782,86454,21672,139156655,185087920,45931265
489460,바이오비쥬,1020678,1028241,7563,13134488390,12969436180,-165052210
489480,키움제11호스팩,121556,123304,1748,254845050,257450280,2605230
489500,엘케이켐,9399175,9317307,-81868,431482894275,429635803325,-1847090950
489730,디비금융제13호스팩,118733,111421,-7312,245314897,231430014,-13884883
490470,세미파이브,7098155,7053377,-44778,199933696825,198579998250,-1353698575
491000,리브스메드,9420946,9277011,-143935,773724277150,762150084250,-11574192900
492220,KB제31호스팩,163522,113115,-50407,337170016,232736467,-104433549
493330,지에프아이,864239,912830,48591,15977101770,16864494915,887393145
493790,유안타제17호스팩,107144,136632,29488,216143440,275685850,59542410
494120,큐리오시스,1913554,1899717,-13837,139302434050,139093904700,-208529350
496070,신한제16호스팩,186185,142556,-43629,380592219,290748119,-89844100
498390,한화플러스제5호스팩,182179,124764,-57415,370050451,253177260,-116873191
900040,차이나그레이트,396932307,383521231,-13411076,17266935487,17345077244,78141757
900070,글로벌에스엠,90314611,93047259,2732648,59006300849,60899267788,1892966939
900080,에스앤씨엔진그룹,13450177,10169705,-3280472,4715890528,3464778103,-1251112425
900100,뉴프라이드,105847440,109547437,3699997,97435495788,101326589589,3891093801
900110,이스트아시아홀딩스,574248626,574848851,600225,218948045873,219465522011,517476138
900120,씨케이에이치,359600554,360154506,553952,121537497936,121400277007,-137220929
900250,크리스탈신소재,1042810472,1044940704,2130232,1819367632580,1824084387565,4716754985
900260,로스웰,1145135886,1155630804,10494918,523036976498,529703414931,6666438433
900270,헝셩그룹,319070105,317062828,-2007277,257641527688,256660646543,-980881145
900280,골든센츄리,1049416158,1052338137,2921979,328239642226,330032186547,1792544321
900290,GRT,78536509,82109453,3572944,126719990741,130812543937,4092553196
900300,오가닉티코스메틱,798945964,819665381,20719417,866812421353,887767056217,20954634864
900310,컬러레이,489921411,489225139,-696272,1072997873313,1072521601144,-476272169
900340,윙입푸드,359079402,364866125,5786723,608738280512,620058568740,11320288228
950110,SBI핀테크솔루션즈,14792107,15112208,320101,129101253930,132067013370,2965759440
950130,엑세스바이오,1164766361,1169303245,4536884,17233522532500,17341852158705,108329626205
950140,잉글우드랩,24903519,24915560,12041,120819326900,120685964095,-133362805
950160,코오롱티슈진,4052954,4328089,275135,394820896400,419719503150,24898606750
950170,JTC,38569849,39972067,1402218,209295664405,218011440990,8715776585
950180,SNK,65901769,68064455,2162686,1338214290650,1389532914850,51318624200
950190,미투젠,26554237,28827665,2273428,789894224550,854897087150,65002862600
950200,소마젠(Reg.S),283448763,289303158,5854395,5568675017300,5657444536800,88769519500
950220,네오이뮨텍,23428172,24027491,599319,14050525267,14510790247,460264980
950250,테라뷰,52718079,53590020,871941,513216644840,523820505610,10603860770
